Customer Business Plan: Plan #,Customer Account: Account Name,Customer Account: Zip/Postal Code,Customer Account: Address 1,Customer Account: D&B Address line 1,Customer Business Plan: Created Date,Created Quarter,Customer Business Plan: Last Modified Date,Year,Plan Status,Was the plan originally Approved?,Customer Account: Is Direct Reseller,Customer Account: Is Direct Service Provider,Customer Account: Is Distributor Account,Customer Account: Is Aggregator,Customer Account: Is Services Only,Customer Account: Is Cloud,Customer Account: Is Resell,Customer Account: Is Subscriptions Eligible,Customer Account: Cloud Eligible,Customer Account: Cloud Activated,Define Customer’s marketing capability,Define Customer’s pre-sales scalability,Customer Account: Managed Customer,Managed Customer,Plan End Date,Executive Sponspor Present  Present,Quarter,Region,Geo,Skip Customer Approval,Total # of Employees,KPI Compliant,KPI Compliant Failure Reason,Place Country
CP-0000024190,ABC1088,811 07,Fazulova 7 St.,Fazulova 7 St.,05/01/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,0,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SLOVAKIA
CP-0000038893,ABC158,68891,60 Robinson Road,60 ROBINSON ROAD,31/03/2022,Q1,20/08/2022,2023,Submitted to Customer,0,0,0,1,0,0,0,0,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,25,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000035247,ABC207,188976,141 Middle Road,141 Middle Road,18/10/2021,Q4,07/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,0,1,,SINGAPORE
CP-0000029676,ABC232,569141,5 An g Mo Kio Street 62 NCS HUB,Block 148 Yishun Street 11,12/07/2021,Q3,02/03/2022,2022,Approved,1,0,0,0,0,0,1,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,330,1,,SINGAPORE
CP-0000039260,ABC344,339914,20 bendemeer road,20 Bendemeer Road,27/04/2022,Q2,13/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,114,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000038945,ABC427,039190SingaporeSinga,3 Temasek Avenue,6 Shenton Way,04/04/2022,Q2,13/04/2022,2023,Approved,1,0,0,1,0,0,0,0,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,18,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000031779,ABC527,79903,10 Anson Road,,25/08/2021,Q3,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,1 Limited scope for scaling Customer pre-­sales,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,126,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000031773,ABC545,239732,31 Exeter Road,,20/08/2021,Q3,02/03/2022,2022,Submitted to Customer,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039220,ABC558,534120,29 Tai Seng Street,29 Tai Seng Street,20/04/2022,Q2,13/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,0,1 Customer has limited marketing capability,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,60,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039068,ABC616,159556,Blk 219 Henderson Road #05-01/02/03/04,2 Jurong East Street 21,07/04/2022,Q2,29/04/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,47,1,,SINGAPORE
CP-0000039072,ABC630,339509,"8 Kallang Avenue,",6 Temasek Boulevard,07/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,315,0,,SINGAPORE
CP-0000037801,ABC646,117372,80 Pasir Panjang Road,108 Pasir Panjang Road,10/03/2022,Q1,30/06/2022,2023,Draft,0,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,146,1,,SINGAPORE
CP-0000024834,ABC708,159556,Blk 219 Henderson Road #05-01/02/03/04,2 Jurong East Street 21,17/02/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,47,0,,SINGAPORE
CP-0000024195,ABC777,339341,205 Kallang Bahru,205 Kallang Bahru 04-00,05/01/2021,Q1,21/08/2022,2022,Draft,0,0,0,1,1,0,0,0,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,300,0,,SINGAPORE
CP-0000024243,ABC932,68891,60 Robinson Road,60 ROBINSON ROAD,05/01/2021,Q1,20/08/2022,2022,Submitted to Customer,0,0,0,1,0,0,0,0,0,1,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,2 Customer pre-­sales could scale up but there is limited desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,25,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039137,ABC959,159944,"No 315, Alexandra Road, #02-01",221 Henderson Road,09/04/2022,Q2,29/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,94,1,,SINGAPORE
CP-0000024217,ABC989,339410,Blk 19 Kallang Avenue,07-163 Blk 19 Kallang Avenue,05/01/2021,Q1,22/08/2022,2022,Approved,1,0,0,1,0,0,0,0,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,210,1,,SINGAPORE
CP-0000039070,ABC1024,369546,1 Irving Place,Blk 220C Sumang Lane,07/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,1,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,42,0,,SINGAPORE
CP-0000025709,ABC1234,339509,"8 Kallang Avenue,",6 Temasek Boulevard,23/03/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,0,1,1,1,1,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,315,0,,SINGAPORE
CP-0000025884,ABC1293,398008,223 Mountbatten,223 Mountbatten Road,31/03/2021,Q1,23/08/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,36,0,,SINGAPORE
CP-0000025893,ABC1295,339914,20 bendemeer road,20 Bendemeer Road,31/03/2021,Q1,21/10/2021,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,5 Customer runs business outcome marketing campaigns that generate revenue,5 Customer pre-­sales is already very scalable,No,0,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,214,0,,SINGAPORE
CP-0000025880,ABC1299,369546,1 Irving Place,Blk 220C Sumang Lane,31/03/2021,Q1,02/03/2022,2022,Draft,0,0,0,0,0,0,1,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,42,0,,SINGAPORE
CP-0000039071,ABC1300,138542,Nexus @ one north,1 Fusionopolis Link 04-01,07/04/2022,Q2,29/04/2022,2023,Approved,1,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,375,1,,SINGAPORE
CP-0000025891,ABC1301,139951,71 Ayer Rajah Cresecent,2 Alexandra Road,31/03/2021,Q1,28/04/2021,2022,Draft,0,0,0,0,0,0,0,1,1,1,1,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,0,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,33,0,,SINGAPORE
CP-0000025878,ABC1310,59567,1 Magazine Road,"1 Magazine Road Central Mall 06,12",31/03/2021,Q1,14/02/2022,2022,Draft,0,0,0,0,0,0,0,0,0,0,0,2 Customer has integrated marketing function; does NOT run Planet Rocks LTD. campaigns,3 Customer pre-­sales could scale up and there is a strong desire to do so,No,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,6,0,,SINGAPORE
CP-0000025885,ABC1347,138542,Nexus @ one north,1 Fusionopolis Link 04-01,31/03/2021,Q1,26/04/2022,2022,Draft,0,0,0,0,0,0,1,1,1,1,1,5 Customer runs business outcome marketing campaigns that generate revenue,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,375,0,,SINGAPORE
CP-0000025890,ABC1360,117372,80 Pasir Panjang Road,108 Pasir Panjang Road,31/03/2021,Q1,21/10/2021,2022,Draft,0,0,0,0,0,0,0,1,1,0,0,4 Customer has integrated marketing function; runs regular Planet Rocks LTD. campaigns with limited results,4 Customer pre-­sales is currently scaling up,Yes,0,28/01/2022,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,146,0,,SINGAPORE
CP-0000039193,ABC1375,569141,5 An g Mo Kio Street 62 NCS HUB,Block 148 Yishun Street 11,13/04/2022,Q2,27/04/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,330,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039136,ABC1406,159552,211 Henderson Road,Blk 353 Kang Ching Road,09/04/2022,Q2,28/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,5 Customer pre-­sales is already very scalable,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,0,1,,SINGAPORE
CP-0000039110,ABC1408,609602,100 Jurong East Street 21,18 Boon Lay Way 03-98/99 Tradehub 21,08/04/2022,Q2,04/07/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,0,0,1,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039194,ABC1470,239732,31 Exeter Road,,13/04/2022,Q2,13/04/2022,2023,Draft,0,0,0,0,0,0,1,1,0,1,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,0,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000037322,ABC1542,39594,6 Raffles Boulevard,,22/02/2022,Q1,29/06/2022,2023,Submitted to Customer,0,0,0,0,0,0,1,1,0,0,1,,,Yes,1,03/02/2023,0,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,100,1,,SINGAPORE
CP-0000035254,ABC1663,79903,10 Anson Road,,01/11/2021,Q4,11/04/2022,2023,Submitted to Customer,0,0,0,0,0,0,0,1,1,0,1,1 Customer has limited marketing capability,1 Limited scope for scaling Customer pre-­sales,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,126,1,,SINGAPORE
CP-0000031777,ABC1777,188976,141 Middle Road,141 Middle Road,24/08/2021,Q3,02/03/2022,2022,Approved,1,0,0,0,0,0,0,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,200,0,Goals and Objectives- Min. 1 Goal Required,SINGAPORE
CP-0000039135,ABC1849,139951,71 Ayer Rajah Cresecent,2 Alexandra Road,09/04/2022,Q2,20/04/2022,2023,Approved,1,0,0,0,0,0,0,1,1,1,1,1 Customer has limited marketing capability,3 Customer pre-­sales could scale up and there is a strong desire to do so,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",SEAK-CHANNEL,APAC,0,33,1,,SINGAPORE
CP-0000037811,ABC656,11070,Tosin bunar 272V,TOSIN BUNAR 272 V,10/03/2022,Q1,29/06/2022,2023,Approved,1,0,0,1,1,0,0,0,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SERBIA
CP-0000038285,ABC728,11070,Bulevar Mihaila Pupina 6,Bulevar Mihaila Pupina 6,16/03/2022,Q1,21/08/2022,2023,Approved,1,0,0,1,0,0,0,0,0,0,0,,,Yes,1,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SERBIA
CP-0000024265,ABC929,11070,Bulevar Mihaila Pupina 6,Bulevar Mihaila Pupina 6,05/01/2021,Q1,28/02/2022,2022,Approved,1,0,0,1,0,0,0,0,0,0,0,,,Yes,1,28/01/2022,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SERBIA
CP-0000024209,ABC980,11070,Tosin bunar 272V,TOSIN BUNAR 272 V,05/01/2021,Q1,25/02/2022,2022,Approved,1,0,0,1,1,0,0,0,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,Yes,1,28/01/2022,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SERBIA
CP-0000038451,ABC1438,11000,Savski Nasip 7,,17/03/2022,Q1,30/06/2022,2023,Approved,1,0,0,0,0,0,1,1,1,0,1,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,1,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,1,,SERBIA
CP-0000038478,ABC1458,11000,Kneginje Zorke 25-27,Kneginje Zorke 25-27,17/03/2022,Q1,13/06/2022,2023,Approved,1,0,0,0,0,0,0,1,1,0,0,3 Customer has integrated marketing function; runs adhoc Planet Rocks LTD. campaigns,4 Customer pre-­sales is currently scaling up,No,0,03/02/2023,0,"Q1,Q2,Q3,Q4",CEMEA,EMEA,0,0,0,Planner- Incomplete Planned Total FY >1,SERBIA
